condition,aurora,mmtsflib,tats,aurora_pct_vs_C1,mmtsflib_pct_vs_C1,tats_pct_vs_C1
C1_original,8.552879142212785,13.794802962629884,13.306844807727217,0.0,0.0,0.0
C9_zero_priors,8.552879142212785,14.13188871226768,17.41850727221664,0.0,2.443570600833956,30.898853363810197
C3_shuffled,8.553203240778574,13.798553131572488,13.306738394533893,0.00378935046784081,0.027185375193565682,-0.0007996876409193875
C4_crossdomain,8.552372352202871,13.794288798758506,13.306892933004915,-0.005925373216276324,-0.003727228817769807,0.0003616580669144295
C8_oracle,8.554927944930064,13.802744044761322,13.306752508509051,0.023954538386585025,0.05756575250078367,-0.0006936221132731581
C2_empty,8.554897212319904,14.135086920238848,17.418618245395244,0.02359521365337134,2.4667547519945963,30.89968731941881
C5_constant,8.55548635314874,14.13747036262174,17.418570316960047,0.030483430112886276,2.484032580386549,30.89932714060941
C6_unimodal,8.552879142212785,14.037970066665569,14.004205748496323,0.0,1.762744308087794,5.240618274620238
