model,condition,domain,pred_len,mse_mean,mse_std,n_seeds
mmtsflib,C3_shuffled,Agriculture,12,0.2929950894580947,0.2032430232187707,9
mmtsflib,C3_shuffled,Climate,6,1.1346890264087253,0.08041050070187555,9
mmtsflib,C3_shuffled,Climate,8,1.1660767793655396,0.0646857024083847,9
mmtsflib,C3_shuffled,Climate,10,1.1604253583484225,0.04663759679827449,9
mmtsflib,C3_shuffled,Climate,12,1.1700213617748685,0.04956202885376434,9
mmtsflib,C3_shuffled,Economy,6,0.29049262238873375,0.38550370249146204,9
mmtsflib,C3_shuffled,Economy,8,0.33034060440129703,0.4238890313167545,9
mmtsflib,C3_shuffled,Economy,10,0.41739092332621414,0.5741692192813259,9
mmtsflib,C3_shuffled,Economy,12,0.449739726467265,0.6254496923055779,9
mmtsflib,C3_shuffled,Energy,12,0.20488127734926012,0.06996352017810313,9
mmtsflib,C3_shuffled,Energy,24,0.31201999220583176,0.06008090118061805,9
mmtsflib,C3_shuffled,Energy,36,0.3860030008686913,0.05960883479631631,9
mmtsflib,C3_shuffled,Energy,48,0.476352228058709,0.04405219449546403,9
mmtsflib,C3_shuffled,Environment,48,0.45328791936238605,0.03413678878325451,9
mmtsflib,C3_shuffled,Environment,96,0.4820704327689277,0.05683148088832738,9
mmtsflib,C3_shuffled,Environment,192,0.5005441539817386,0.0855312970504556,9
mmtsflib,C3_shuffled,Environment,336,0.47407511207792496,0.05845862776754742,9
mmtsflib,C3_shuffled,Health,12,1.2240562041600545,0.32785123551291695,9
mmtsflib,C3_shuffled,Health,24,1.5517266591389973,0.16256483762843002,9
mmtsflib,C3_shuffled,Health,36,1.6960898770226374,0.21132003879280462,9
mmtsflib,C3_shuffled,Health,48,1.8298072550031874,0.1630583065846103,9
mmtsflib,C3_shuffled,Security,6,115.82120005289714,9.879897951569605,9
mmtsflib,C3_shuffled,Security,8,118.0823237101237,8.94280588084494,9
mmtsflib,C3_shuffled,Security,10,120.22460005018446,9.393792913782107,9
mmtsflib,C3_shuffled,Security,12,120.91747707790799,8.873657907591939,9
mmtsflib,C3_shuffled,SocialGood,6,0.9344903760486178,0.1253005842196722,9
mmtsflib,C3_shuffled,SocialGood,8,1.0260231097539265,0.18773431451942318,9
mmtsflib,C3_shuffled,SocialGood,10,1.07511485947503,0.15731572402338795,9
mmtsflib,C3_shuffled,SocialGood,12,1.111523495780097,0.1583610000083337,9
mmtsflib,C3_shuffled,Traffic,6,0.22129259341292912,0.062175447341016175,9
mmtsflib,C3_shuffled,Traffic,8,0.22697967953152126,0.06916717287885711,9
mmtsflib,C3_shuffled,Traffic,10,0.22295647694004905,0.04782040259749635,9
mmtsflib,C3_shuffled,Traffic,12,0.26536989708741504,0.045036658120354574,9
mmtsflib,C4_crossdomain,Agriculture,6,0.14418378058407041,0.10215482786783196,9
mmtsflib,C4_crossdomain,Agriculture,8,0.19972047044171226,0.13506163247405525,9
mmtsflib,C4_crossdomain,Agriculture,10,0.26290906469027203,0.19785648981168175,9
mmtsflib,C4_crossdomain,Agriculture,12,0.2858543031745487,0.19322759983697996,9
mmtsflib,C4_crossdomain,Climate,6,1.1340185933642917,0.0746764480190784,9
mmtsflib,C4_crossdomain,Climate,8,1.1588026020261977,0.07492170711042703,9
mmtsflib,C4_crossdomain,Climate,10,1.1819951401816473,0.05599970937806249,9
mmtsflib,C4_crossdomain,Climate,12,1.1706882450315688,0.04740392716607498,9
mmtsflib,C4_crossdomain,Economy,6,0.29846678632828927,0.3900907581305734,9
mmtsflib,C4_crossdomain,Economy,8,0.3388503791971339,0.43389127251612775,9
mmtsflib,C4_crossdomain,Economy,10,0.4169875995980369,0.5762198378707256,9
mmtsflib,C4_crossdomain,Economy,12,0.4302550119658311,0.5944205804385468,9
mmtsflib,C4_crossdomain,Energy,12,0.20514855451054043,0.0686984313957793,9
mmtsflib,C4_crossdomain,Energy,24,0.3095172925127877,0.05956100615906433,9
mmtsflib,C4_crossdomain,Energy,36,0.38200391994582283,0.0656343509602172,9
mmtsflib,C4_crossdomain,Energy,48,0.4763461881213718,0.04203932960430419,9
mmtsflib,C4_crossdomain,Environment,48,0.45106710990269977,0.03400745445727851,9
mmtsflib,C4_crossdomain,Environment,96,0.4843461281723446,0.05721872800231726,9
mmtsflib,C4_crossdomain,Environment,192,0.49962253040737575,0.0856613777359539,9
mmtsflib,C4_crossdomain,Environment,336,0.47426771124204,0.05845821297715343,9
mmtsflib,C4_crossdomain,Health,12,1.2047884795400832,0.3378358792902143,9
mmtsflib,C4_crossdomain,Health,24,1.5460004938973322,0.1598317878006899,9
mmtsflib,C4_crossdomain,Health,36,1.6937860250473022,0.20223948075973194,9
mmtsflib,C4_crossdomain,Health,48,1.8146087858412001,0.18001685153502056,9
mmtsflib,C4_crossdomain,Security,6,115.86990102132161,9.963095376828578,9
mmtsflib,C4_crossdomain,Security,8,117.89468892415364,8.859965165072076,9
mmtsflib,C4_crossdomain,Security,10,120.22886064317491,9.303993066227488,9
mmtsflib,C4_crossdomain,Security,12,120.96949259440105,8.824241511787907,9
mmtsflib,C4_crossdomain,SocialGood,6,0.9256678488519456,0.14120283389967023,9
mmtsflib,C4_crossdomain,SocialGood,8,1.0220389763514202,0.17375206033011134,9
mmtsflib,C4_crossdomain,SocialGood,10,1.0737805830107794,0.14476835006312808,9
mmtsflib,C4_crossdomain,SocialGood,12,1.1105862061182659,0.15865714813462573,9
mmtsflib,C4_crossdomain,Traffic,6,0.22267439133591121,0.060556883623245655,9
mmtsflib,C4_crossdomain,Traffic,8,0.22500188648700714,0.07056218279402533,9
mmtsflib,C4_crossdomain,Traffic,10,0.22191577156384787,0.048284553711858864,9
mmtsflib,C4_crossdomain,Traffic,12,0.26555271281136406,0.044838808459118785,9
mmtsflib,C5_constant,Agriculture,6,0.6268623007668389,0.29203932211318534,9
mmtsflib,C5_constant,Agriculture,8,0.735849142074585,0.44334842932277113,9
mmtsflib,C5_constant,Agriculture,10,0.9231959448920356,0.4488978238109508,9
mmtsflib,C5_constant,Agriculture,12,0.9320525924364725,0.40924705467020484,9
mmtsflib,C5_constant,Climate,6,1.2176062398486667,0.1597536635532892,9
mmtsflib,C5_constant,Climate,8,1.2685415744781494,0.19383933659211636,9
mmtsflib,C5_constant,Climate,10,1.2937984996371799,0.18299258802821297,9
mmtsflib,C5_constant,Climate,12,1.2642389138539631,0.15795292141216336,9
mmtsflib,C5_constant,Economy,6,0.3915199405617184,0.5089920533402275,9
mmtsflib,C5_constant,Economy,8,0.37662076556848156,0.5025431976452637,9
mmtsflib,C5_constant,Economy,10,0.3995403877149026,0.5716764564683499,9
mmtsflib,C5_constant,Economy,12,0.5788555759936571,0.7974802271812101,9
mmtsflib,C5_constant,Energy,12,0.23376889692412484,0.09183442827598913,9
mmtsflib,C5_constant,Energy,24,0.3657037549548679,0.05333536823232458,9
mmtsflib,C5_constant,Energy,36,0.4600600798924764,0.04024183014984208,9
mmtsflib,C5_constant,Energy,48,0.5487011505497826,0.07326118409647442,9
mmtsflib,C5_constant,Environment,48,0.4579896363947127,0.03465968352029548,9
mmtsflib,C5_constant,Environment,96,0.4809684455394745,0.04300187943765964,9
mmtsflib,C5_constant,Environment,192,0.4883106019761827,0.055826089773941455,9
mmtsflib,C5_constant,Environment,336,0.46921196911070084,0.03934853593407359,9
mmtsflib,C5_constant,Health,12,1.3611706892649333,0.39199539050797894,9
mmtsflib,C5_constant,Health,24,1.7019226683510675,0.21431459428043953,9
mmtsflib,C5_constant,Health,36,1.8513549168904622,0.2881867946581222,9
mmtsflib,C5_constant,Health,48,1.9584664636188083,0.20094458489961012,9
mmtsflib,C5_constant,Security,6,117.12771097819011,9.97868008572208,9
mmtsflib,C5_constant,Security,8,120.47775607638889,9.181578154400825,9
mmtsflib,C5_constant,Security,10,121.90314568413629,9.359536084157018,9
mmtsflib,C5_constant,Security,12,122.90377129448785,9.038577893729672,9
mmtsflib,C5_constant,SocialGood,6,1.0538326899210613,0.2671157883772605,9
mmtsflib,C5_constant,SocialGood,8,1.177113758193122,0.38850576568625844,9
mmtsflib,C5_constant,SocialGood,10,1.205090774430169,0.3120075036674745,9
mmtsflib,C5_constant,SocialGood,12,1.2219576438268025,0.30810825410579207,9
mmtsflib,C5_constant,Traffic,6,0.3454584810468886,0.1820079305313751,9
mmtsflib,C5_constant,Traffic,8,0.35989366802904343,0.2543822909785276,9
mmtsflib,C5_constant,Traffic,10,0.3948301242457496,0.2492763820145001,9
mmtsflib,C5_constant,Traffic,12,0.3920607301923964,0.1688867510512515,9
mmtsflib,C6_unimodal,Agriculture,6,0.17900549372037253,0.12217920746929348,9
mmtsflib,C6_unimodal,Agriculture,8,0.25139349864588845,0.17755833947469765,9
mmtsflib,C6_unimodal,Agriculture,10,0.30591456012593377,0.22437059840205212,9
mmtsflib,C6_unimodal,Agriculture,12,0.3440028842952516,0.23632943608169826,9
mmtsflib,C6_unimodal,Climate,6,1.230795979499817,0.13967661003556928,9
mmtsflib,C6_unimodal,Climate,8,1.246472133530511,0.13544944811017712,9
mmtsflib,C6_unimodal,Climate,10,1.2598487668567233,0.09302809194222308,9
mmtsflib,C6_unimodal,Climate,12,1.2590111361609564,0.09747551910410819,9
mmtsflib,C6_unimodal,Economy,6,0.3917610758087701,0.4813507019221571,9
mmtsflib,C6_unimodal,Economy,8,0.41588160147269565,0.50345223862733,9
mmtsflib,C6_unimodal,Economy,10,0.4671649775571293,0.5940023885181298,9
mmtsflib,C6_unimodal,Economy,12,0.5513871719853746,0.7327223269705276,9
mmtsflib,C6_unimodal,Energy,12,0.20192000932163662,0.06731525131094175,9
mmtsflib,C6_unimodal,Energy,24,0.3194982260465622,0.05538755767007335,9
mmtsflib,C6_unimodal,Energy,36,0.3976999521255493,0.06824803570465998,9
mmtsflib,C6_unimodal,Energy,48,0.47720156113306683,0.049151200387968275,9
mmtsflib,C6_unimodal,Environment,48,0.46596279078059727,0.036650103598520625,9
mmtsflib,C6_unimodal,Environment,96,0.5143651564915975,0.07187049622342484,9
mmtsflib,C6_unimodal,Environment,192,0.5325047738022275,0.10585959855716,9
mmtsflib,C6_unimodal,Environment,336,0.4963989059130351,0.07042230548636456,9
mmtsflib,C6_unimodal,Health,12,1.278901649845971,0.35010593463766077,9
mmtsflib,C6_unimodal,Health,24,1.5962058703104656,0.19324792708413807,9
mmtsflib,C6_unimodal,Health,36,1.7771133846706815,0.23655395868111317,9
mmtsflib,C6_unimodal,Health,48,1.9191923009024725,0.17457503477307731,9
mmtsflib,C6_unimodal,Security,6,117.59002176920573,9.604360812620598,9
mmtsflib,C6_unimodal,Security,8,120.01607428656683,8.478061839971348,9
mmtsflib,C6_unimodal,Security,10,121.65210045708551,8.863847949304708,9
mmtsflib,C6_unimodal,Security,12,122.83382246229384,8.393121910573631,9
mmtsflib,C6_unimodal,SocialGood,6,0.9532413416438632,0.1619162707666925,9
mmtsflib,C6_unimodal,SocialGood,8,1.1011005640029907,0.23371729499904786,9
mmtsflib,C6_unimodal,SocialGood,10,1.1071103281444974,0.15688988888984542,9
mmtsflib,C6_unimodal,SocialGood,12,1.1522475481033325,0.20726960458348032,9
mmtsflib,C6_unimodal,Traffic,6,0.2597614112827513,0.10539189746283324,9
mmtsflib,C6_unimodal,Traffic,8,0.2661980224980248,0.11270804803492528,9
mmtsflib,C6_unimodal,Traffic,10,0.25242798527081806,0.08575917731068622,9
mmtsflib,C6_unimodal,Traffic,12,0.30321236285898423,0.084307420232888,9
mmtsflib,C7_null,Agriculture,6,0.633110029829873,0.29632711598024636,9
mmtsflib,C7_null,Agriculture,8,0.7364701595571306,0.44415813951462124,9
mmtsflib,C7_null,Agriculture,10,0.8959135082032945,0.4720981046189267,9
mmtsflib,C7_null,Agriculture,12,0.9324922031826444,0.4078127524240327,9
mmtsflib,C7_null,Climate,6,1.220221479733785,0.1577085391507138,9
mmtsflib,C7_null,Climate,8,1.2666271792517767,0.19580879502933424,9
mmtsflib,C7_null,Climate,10,1.3072724209891424,0.17280600154309186,9
mmtsflib,C7_null,Climate,12,1.2637653085920546,0.1588678558742192,9
mmtsflib,C7_null,Economy,6,0.3785166448603074,0.4909623310800053,9
mmtsflib,C7_null,Economy,8,0.3757028786672486,0.49867797901276667,9
mmtsflib,C7_null,Economy,10,0.398751228219933,0.569729582371698,9
mmtsflib,C7_null,Economy,12,0.5776670761406422,0.7956539683381955,9
mmtsflib,C7_null,Energy,12,0.23390181362628937,0.09141100247028136,9
mmtsflib,C7_null,Energy,24,0.36427391899956596,0.05454755330875396,9
mmtsflib,C7_null,Energy,36,0.4643250240219964,0.03886957744174851,9
mmtsflib,C7_null,Energy,48,0.5489627222220103,0.07543555000568614,9
mmtsflib,C7_null,Environment,48,0.4574783709314134,0.03351887718367326,9
mmtsflib,C7_null,Environment,96,0.4796092079745399,0.04175370602050855,9
mmtsflib,C7_null,Environment,192,0.48943348394499886,0.05614032963157008,9
mmtsflib,C7_null,Environment,336,0.4696734779410892,0.0396566722424253,9
mmtsflib,C7_null,Health,12,1.3387542963027954,0.4025523646410485,9
mmtsflib,C7_null,Health,24,1.7091727654139202,0.20173306939234617,9
mmtsflib,C7_null,Health,36,1.8493984407848783,0.29055730557289156,9
mmtsflib,C7_null,Health,48,1.9586931069691975,0.2001509084703952,9
mmtsflib,C7_null,Security,6,117.09292517768012,9.952697241024788,9
mmtsflib,C7_null,Security,8,120.44100528293185,9.137156599659352,9
mmtsflib,C7_null,Security,10,121.98922051323785,9.48479934972116,9
mmtsflib,C7_null,Security,12,122.92394341362848,9.054110491847673,9
mmtsflib,C7_null,SocialGood,6,1.0512123703956604,0.2684344885087858,9
mmtsflib,C7_null,SocialGood,8,1.1755640904108684,0.389857393007825,9
mmtsflib,C7_null,SocialGood,10,1.2059631215201483,0.31094024393606645,9
mmtsflib,C7_null,SocialGood,12,1.221263713306851,0.3083598068697552,9
mmtsflib,C7_null,Traffic,6,0.3368319686916139,0.18810220967477875,9
mmtsflib,C7_null,Traffic,8,0.3591092179218928,0.25522860123258323,9
mmtsflib,C7_null,Traffic,10,0.38860532972547746,0.25307885010211123,9
mmtsflib,C7_null,Traffic,12,0.38909750680128735,0.16497250211471848,9
mmtsflib,C8_oracle,Agriculture,6,0.14627808373835352,0.1047226431891783,9
mmtsflib,C8_oracle,Agriculture,8,0.22154400083753797,0.16372886398971637,9
mmtsflib,C8_oracle,Agriculture,10,0.27427727315160966,0.21197584172831832,9
mmtsflib,C8_oracle,Agriculture,12,0.2940302648478084,0.20426510980047727,9
mmtsflib,C8_oracle,Climate,6,1.1440902418560452,0.0750909824826486,9
mmtsflib,C8_oracle,Climate,8,1.1686142683029175,0.06473217481071752,9
mmtsflib,C8_oracle,Climate,10,1.168990174929301,0.036485638146261344,9
mmtsflib,C8_oracle,Climate,12,1.168747729725308,0.046676915095276376,9
mmtsflib,C8_oracle,Economy,6,0.3250244920038515,0.4270862469986247,9
mmtsflib,C8_oracle,Economy,8,0.3305091657158401,0.4214862795513508,9
mmtsflib,C8_oracle,Economy,10,0.397933734787835,0.537772205649198,9
mmtsflib,C8_oracle,Economy,12,0.489564617888795,0.695757312813505,9
mmtsflib,C8_oracle,Energy,12,0.20993197543753517,0.07195438252576968,9
mmtsflib,C8_oracle,Energy,24,0.30981914036803776,0.05696324414163898,9
mmtsflib,C8_oracle,Energy,36,0.3841742277145386,0.07116880545977829,9
mmtsflib,C8_oracle,Energy,48,0.47651277316941154,0.04261249100392314,9
mmtsflib,C8_oracle,Environment,48,0.4489925702412923,0.029853379086491934,9
mmtsflib,C8_oracle,Environment,96,0.48869770103030735,0.05807322564648198,9
mmtsflib,C8_oracle,Environment,192,0.502107044061025,0.08466044283426584,9
mmtsflib,C8_oracle,Environment,336,0.4755428863896264,0.05683092704665599,9
mmtsflib,C8_oracle,Health,12,1.2284147673183017,0.3255795023276448,9
mmtsflib,C8_oracle,Health,24,1.554504116376241,0.1431212391971082,9
mmtsflib,C8_oracle,Health,36,1.6880098978678386,0.20269843700535398,9
mmtsflib,C8_oracle,Health,48,1.8267298009660509,0.17335083670536966,9
mmtsflib,C8_oracle,Security,6,115.26872677273221,9.487235578932896,9
mmtsflib,C8_oracle,Security,8,118.49304877387152,9.089052261506,9
mmtsflib,C8_oracle,Security,10,120.20102183024089,9.19583561988841,9
mmtsflib,C8_oracle,Security,12,121.04749637179904,8.812181156440744,9
mmtsflib,C8_oracle,SocialGood,6,0.9462480876180861,0.1541270826095398,9
mmtsflib,C8_oracle,SocialGood,8,1.0900849766201444,0.2506974988793863,9
mmtsflib,C8_oracle,SocialGood,10,1.0774675673908658,0.15653249715061743,9
mmtsflib,C8_oracle,SocialGood,12,1.1103539400630527,0.161096468403579,9
mmtsflib,C8_oracle,Traffic,6,0.2175576819313897,0.06277160893078945,9
mmtsflib,C8_oracle,Traffic,8,0.23276263806555006,0.06456847364188685,9
mmtsflib,C8_oracle,Traffic,10,0.2258621503909429,0.04499393164481494,9
mmtsflib,C8_oracle,Traffic,12,0.26511387195852065,0.04624403560782419,9
tats,C1_original,Agriculture,6,0.10268610122579115,0.031772768470247056,27
tats,C1_original,Agriculture,8,0.1254125284375968,0.03854303237883141,27
tats,C1_original,Agriculture,10,0.1592080088125335,0.06015123055022392,27
tats,C1_original,Agriculture,12,0.19994745762259872,0.07627100988354522,27
tats,C1_original,Climate,6,0.9470029098016245,0.026284242385717176,27
tats,C1_original,Climate,8,0.9682811344111407,0.038534465101206526,27
tats,C1_original,Climate,10,0.9794598001020925,0.038640691490284464,27
tats,C1_original,Climate,12,0.974558225384465,0.03132107702757941,27
tats,C1_original,Economy,6,0.07507481933053997,0.09351816814523212,27
tats,C1_original,Economy,8,0.09194782600496654,0.11501641741326565,27
tats,C1_original,Economy,10,0.0942703126412299,0.123162605760736,27
tats,C1_original,Economy,12,0.10464575783246094,0.13669925760045906,27
tats,C1_original,Energy,12,0.25822531514697605,0.08253119882507456,27
tats,C1_original,Energy,24,0.3513302499497378,0.07090686117739735,27
tats,C1_original,Energy,36,0.4213862595734773,0.05234011620961666,27
tats,C1_original,Energy,48,0.5106077315630736,0.05036785209803159,27
tats,C1_original,Environment,48,0.27929573588901097,0.01297387146642239,27
tats,C1_original,Environment,96,0.2922423161842205,0.020987397291281566,27
tats,C1_original,Environment,192,0.29526420323937025,0.03033458376611883,27
tats,C1_original,Environment,336,0.2838437971141603,0.03270156949636589,27
tats,C1_original,Health,12,1.1467599912926003,0.23797995768717645,27
tats,C1_original,Health,24,1.329468356238471,0.14408451222008217,27
tats,C1_original,Health,36,1.391248689757453,0.1542783158309926,27
tats,C1_original,Health,48,1.4533897682472512,0.138152870372836,27
tats,C1_original,Security,6,111.68422812002676,7.033161812526916,27
tats,C1_original,Security,8,113.57384264910662,6.468618306070523,27
tats,C1_original,Security,10,115.39492571795428,6.7543903497224065,27
tats,C1_original,Security,12,115.6860272442853,6.562316373460638,27
tats,C1_original,SocialGood,6,0.9597073285667984,0.09881443024622849,27
tats,C1_original,SocialGood,8,1.0114765741206981,0.11699458914214864,27
tats,C1_original,SocialGood,10,1.0437326872790302,0.09219639131644046,27
tats,C1_original,SocialGood,12,1.0779416428671942,0.11984540469201829,27
tats,C1_original,Traffic,6,0.16590313834172707,0.01457059374856415,27
tats,C1_original,Traffic,8,0.16811855302916634,0.01820780371816897,27
tats,C1_original,Traffic,10,0.17244944749055086,0.015159075534072268,27
tats,C1_original,Traffic,12,0.21538064159728862,0.023469215891156223,27
tats,C2_empty,Agriculture,6,10.249725896451208,11.22666729529338,27
tats,C2_empty,Agriculture,8,10.560116169629273,11.447624927531905,27
tats,C2_empty,Agriculture,10,11.026596864064535,11.766596624036987,27
tats,C2_empty,Agriculture,12,11.211485633143672,11.857920687040293,27
tats,C2_empty,Climate,6,2.5822257664468555,2.539548656032112,27
tats,C2_empty,Climate,8,2.6185314302091247,2.6183735043504623,27
tats,C2_empty,Climate,10,2.6280761383197926,2.641035491261264,27
tats,C2_empty,Climate,12,2.5881890654563904,2.5891169706046684,27
tats,C2_empty,Economy,6,0.5550246035887135,0.6342655389277903,27
tats,C2_empty,Economy,8,0.5253168501097847,0.5278115169244149,27
tats,C2_empty,Economy,10,0.5641701172485396,0.5537351702884225,27
tats,C2_empty,Economy,12,0.617530894983146,0.646054524858955,27
tats,C2_empty,Energy,12,0.9561049424939685,1.092429029413994,27
tats,C2_empty,Energy,24,1.0822527116095577,1.0829008875986659,27
tats,C2_empty,Energy,36,1.192710801407143,1.1280292630622495,27
tats,C2_empty,Energy,48,1.2741667992538876,1.119701700258814,27
tats,C2_empty,Environment,48,0.4062315821647644,0.09929632900228891,27
tats,C2_empty,Environment,96,0.461814750123907,0.14133960071575327,27
tats,C2_empty,Environment,192,0.47292871166158607,0.16520282180414186,27
tats,C2_empty,Environment,336,0.42504158505687006,0.10316136414883026,27
tats,C2_empty,Health,12,1.6289280542620905,0.7141288170594614,27
tats,C2_empty,Health,24,1.8040721151563857,0.5224317340910369,27
tats,C2_empty,Health,36,1.9061347996747051,0.5627618852666924,27
tats,C2_empty,Health,48,1.993073856389081,0.552330909322281,27
tats,C2_empty,Security,6,118.54348020200376,9.51943929639143,27
tats,C2_empty,Security,8,121.32907019721137,8.501169170972448,27
tats,C2_empty,Security,10,122.73076318811488,7.935805606777071,27
tats,C2_empty,Security,12,123.66922138355396,7.68551373539274,27
tats,C2_empty,SocialGood,6,2.6277195789195873,2.022935194899227,27
tats,C2_empty,SocialGood,8,2.647559298409356,1.9550298096215137,27
tats,C2_empty,SocialGood,10,2.5200469692548118,1.745052010587098,27
tats,C2_empty,SocialGood,12,2.496830328747078,1.6574793954735116,27
tats,C2_empty,Traffic,6,2.6497778831808656,3.580926372802112,27
tats,C2_empty,Traffic,8,2.779862524734603,3.646766786159422,27
tats,C2_empty,Traffic,10,3.041858990435247,3.7042159680226505,27
tats,C2_empty,Traffic,12,3.0141162044472165,3.5521337783812794,27
tats,C3_shuffled,Agriculture,6,0.10615458215276401,0.03812957167380736,15
tats,C3_shuffled,Agriculture,8,0.12945140153169632,0.04272390544863834,15
tats,C3_shuffled,Agriculture,10,0.1711364229520162,0.07094490379256642,15
tats,C3_shuffled,Agriculture,12,0.21027610798676807,0.08763311650154271,15
tats,C3_shuffled,Climate,6,0.945539132754008,0.02697316904783002,15
tats,C3_shuffled,Climate,8,0.9599152445793152,0.029332676851762583,15
tats,C3_shuffled,Climate,10,0.9818573037783305,0.04060765641359846,15
tats,C3_shuffled,Climate,12,0.9747955719629924,0.02829009060749575,15
tats,C3_shuffled,Economy,6,0.09217038551966349,0.11411298956355322,15
tats,C3_shuffled,Economy,8,0.10986108233531316,0.13069188266412107,15
tats,C3_shuffled,Economy,10,0.11313826193412145,0.14478976375627287,15
tats,C3_shuffled,Economy,12,0.13046334739774465,0.16237681312534027,15
tats,C3_shuffled,Energy,12,0.25831319292386373,0.08738219239174794,15
tats,C3_shuffled,Energy,24,0.3575870513916016,0.07888963334883159,15
tats,C3_shuffled,Energy,36,0.42003289659818016,0.05319454533047093,15
tats,C3_shuffled,Energy,48,0.5133430302143097,0.05606201078705096,15
tats,C3_shuffled,Environment,48,0.27800208601084625,0.011225881241224813,11
tats,C3_shuffled,Environment,96,0.29404660165309904,0.02361432197553583,10
tats,C3_shuffled,Environment,192,0.30221500992774963,0.04513185270504192,9
tats,C3_shuffled,Environment,336,0.2852783617046144,0.03711588895621986,9
tats,C3_shuffled,Health,12,1.1502320369084675,0.27607015852199723,9
tats,C3_shuffled,Health,24,1.3283094829983182,0.16706928580963676,9
tats,C3_shuffled,Health,36,1.3917486402723525,0.16708136554271047,9
tats,C3_shuffled,Health,48,1.4605191813574896,0.14140638211518886,9
tats,C3_shuffled,Security,6,113.22701432969835,7.860245251466102,9
tats,C3_shuffled,Security,8,114.56503465440538,7.1932268546807245,9
tats,C3_shuffled,Security,10,116.76781378851996,6.877317755695814,9
tats,C3_shuffled,Security,12,116.58089870876736,6.712529412198931,9
tats,C3_shuffled,SocialGood,6,0.9814819892247518,0.12519012041247113,9
tats,C3_shuffled,SocialGood,8,1.0085310075018141,0.12449730393683198,9
tats,C3_shuffled,SocialGood,10,1.050426767932044,0.10885196491053901,9
tats,C3_shuffled,SocialGood,12,1.0763607554965549,0.1413096770923038,9
tats,C3_shuffled,Traffic,6,0.17417382366127437,0.01963169050946156,9
tats,C3_shuffled,Traffic,8,0.17857074903117287,0.02641100005102519,9
tats,C3_shuffled,Traffic,10,0.1782478474908405,0.022648210484022442,9
tats,C3_shuffled,Traffic,12,0.22509911325242785,0.02724019713610159,9
tats,C4_crossdomain,Agriculture,6,0.11288829147815704,0.04653276641565143,9
tats,C4_crossdomain,Agriculture,8,0.13440181646082136,0.049129050941980945,9
tats,C4_crossdomain,Agriculture,10,0.18318412784073088,0.07745360522730303,9
tats,C4_crossdomain,Agriculture,12,0.21928996509975857,0.09571402246937301,9
tats,C4_crossdomain,Climate,6,0.9400406347380744,0.018376971987614246,9
tats,C4_crossdomain,Climate,8,0.9654982686042786,0.027400090711372994,9
tats,C4_crossdomain,Climate,10,0.982009318139818,0.031209142188899676,9
tats,C4_crossdomain,Climate,12,0.9806797901789347,0.02602476896774535,9
tats,C4_crossdomain,Economy,6,0.10480390013092095,0.13223994982796614,9
tats,C4_crossdomain,Economy,8,0.12046047393232584,0.1462463938865261,9
tats,C4_crossdomain,Economy,10,0.13600395681957403,0.17138900217014985,9
tats,C4_crossdomain,Economy,12,0.1469954785166515,0.1835429479043054,9
tats,C4_crossdomain,Energy,12,0.26988547874821556,0.09774435905788136,9
tats,C4_crossdomain,Energy,24,0.3576488478316201,0.07903662379708482,9
tats,C4_crossdomain,Energy,36,0.4185432957278358,0.05811035713052933,9
tats,C4_crossdomain,Energy,48,0.5040670699543424,0.058512637139191595,9
tats,C4_crossdomain,Environment,48,0.2747204171286689,0.006092226403033333,9
tats,C4_crossdomain,Environment,96,0.2960374289088779,0.02417608838985367,9
tats,C4_crossdomain,Environment,192,0.30245568686061436,0.045175500412066444,9
tats,C4_crossdomain,Environment,336,0.28534989058971405,0.03708506209847989,9
tats,C4_crossdomain,Health,12,1.1505622267723083,0.2758214822138918,9
tats,C4_crossdomain,Health,24,1.328220076031155,0.16725627903161364,9
tats,C4_crossdomain,Health,36,1.3915368848376803,0.16736519998502425,9
tats,C4_crossdomain,Health,48,1.4605881770451863,0.14128899824966756,9
tats,C4_crossdomain,Security,6,113.22820112440321,7.862619330915227,9
tats,C4_crossdomain,Security,8,114.56286197238498,7.191290007606263,9
tats,C4_crossdomain,Security,10,116.76799180772569,6.877395111556735,9
tats,C4_crossdomain,Security,12,116.58270009358723,6.714908110670608,9
tats,C4_crossdomain,SocialGood,6,0.9807270699077182,0.12630845594352286,9
tats,C4_crossdomain,SocialGood,8,1.0088563428984747,0.12406817772013583,9
tats,C4_crossdomain,SocialGood,10,1.049974607096778,0.1093521870537753,9
tats,C4_crossdomain,SocialGood,12,1.0760898854997423,0.1417578445306092,9
tats,C4_crossdomain,Traffic,6,0.17424180110295615,0.019551373691261677,9
tats,C4_crossdomain,Traffic,8,0.17739159862200418,0.02788840644604059,9
tats,C4_crossdomain,Traffic,10,0.17828516827689278,0.02260110308398061,9
tats,C4_crossdomain,Traffic,12,0.2262081785334481,0.025778207427645215,9
tats,C5_constant,Agriculture,6,15.36604979303148,10.997397749023373,9
tats,C5_constant,Agriculture,8,15.821772628360325,11.26195955273323,9
tats,C5_constant,Agriculture,10,16.3037684890959,11.51718850722352,9
tats,C5_constant,Agriculture,12,16.467590782377457,11.553162043987495,9
tats,C5_constant,Climate,6,3.276332722769843,2.9507600785722747,9
tats,C5_constant,Climate,8,3.3335125578774347,2.9939483311085673,9
tats,C5_constant,Climate,10,3.3789617485470242,3.0927329470312643,9
