model,condition,domain,pred_len,mean,std,cv,n_backbones
mmtsflib,C6_unimodal,Health,12,1.2789016498459709,0.32867074815327485,0.2569945454311201,3
mmtsflib,C1_original,Traffic,6,0.22129652731948427,0.05601898493896549,0.25313991872132396,3
mmtsflib,C3_shuffled,Traffic,6,0.2212925934129291,0.05601415361313523,0.2531225864781364,3
mmtsflib,C6_unimodal,Traffic,12,0.30321236285898423,0.07630308877435657,0.2516490028800146,3
mmtsflib,C3_shuffled,Health,12,1.2240562041600545,0.30763149045683585,0.25132137675649635,3
mmtsflib,C8_oracle,Health,12,1.2284147673183017,0.30368081036219696,0.247213578378864,3
mmtsflib,C4_crossdomain,Traffic,6,0.22267439133591124,0.05503062272099108,0.24713494170048353,3
mmtsflib,C1_original,Health,12,1.234656055768331,0.30277560322041774,0.24523072786615002,3
mmtsflib,C9_zero_priors,SocialGood,12,1.2426626020007665,0.29919205539282645,0.24076692652624135,3
mmtsflib,C5_constant,SocialGood,10,1.205090774430169,0.2899231017023061,0.24058196100571524,3
mmtsflib,C2_empty,SocialGood,10,1.2059312793943617,0.2895813954468351,0.24013092652532206,3
mmtsflib,C8_oracle,Traffic,8,0.23276263806555006,0.05571807334557963,0.2393772205395285,3
mmtsflib,C2_empty,SocialGood,12,1.2215537163946364,0.283229856561211,0.23186033717547178,3
mmtsflib,C5_constant,SocialGood,12,1.2219576438268025,0.28297510099665835,0.23157521246846638,3
mmtsflib,C9_zero_priors,SocialGood,6,1.0460413164562647,0.23964024982030213,0.22909252823028578,3
mmtsflib,C5_constant,SocialGood,6,1.0538326899210613,0.2411436118533544,0.2288253288777914,3
tats,C6_unimodal,Traffic,10,0.28131669594181913,0.0641984141186231,0.22820691073344748,3
mmtsflib,C2_empty,SocialGood,6,1.054962562190162,0.2397018941537877,0.22721364979639944,3
tats,C9_zero_priors,Environment,96,0.4295115901364221,0.09734889278873035,0.22665021159920332,3
tats,C8_oracle,Health,12,1.1499725646442838,0.2598298206932323,0.22594436483239438,3
tats,C1_original,Health,12,1.1499772999021742,0.2598263842498544,0.2259404461913789,3
tats,C3_shuffled,Health,12,1.1502320369084675,0.25964262662511695,0.22573065111537893,3
tats,C4_crossdomain,Health,12,1.1505622267723083,0.259404969183304,0.22545931297520272,3
tats,C2_empty,Environment,96,0.42822866307364565,0.09638982716152025,0.22508962027360457,3
tats,C5_constant,Environment,96,0.4277939465310838,0.09607018808995692,0.2245711723341938,3
tats,C2_empty,Environment,192,0.38439834117889404,0.08412082712592235,0.2188376434402291,3
tats,C5_constant,Environment,192,0.38433397147390574,0.08405077246417278,0.21869201970838373,3
tats,C6_unimodal,Traffic,12,0.3167749047279358,0.06914536166472854,0.21827916489822477,3
tats,C9_zero_priors,Environment,192,0.38355625006887645,0.08310496407397308,0.21666956035535767,3
mmtsflib,C8_oracle,SocialGood,8,1.0900849766201441,0.22966990691423325,0.21068991119053376,3
tats,C8_oracle,Energy,24,0.35769381291336483,0.07302008177293952,0.20414130504020023,3
tats,C4_crossdomain,Energy,24,0.35764884783162015,0.07301016606661204,0.20413924582523743,3
tats,C3_shuffled,Energy,24,0.3575373937686284,0.0729859229578579,0.2041350757428437,3
tats,C1_original,Energy,24,0.3574681464168761,0.07297057363471497,0.20413168100750817,3
mmtsflib,C4_crossdomain,Traffic,10,0.22191577156384787,0.04457648268182972,0.20087117904102875,3
mmtsflib,C1_original,Traffic,10,0.2221584187613593,0.044477222876591394,0.20020498491379907,3
mmtsflib,C6_unimodal,SocialGood,8,1.1011005640029907,0.21700247223397193,0.1970777959145451,3
mmtsflib,C3_shuffled,Traffic,10,0.22295647694004908,0.043587251172932016,0.19549668065777798,3
mmtsflib,C1_original,SocialGood,8,1.05750439564387,0.20210984328227719,0.19111962476451078,3
tats,C6_unimodal,Energy,24,0.3043168899085787,0.056309847849238946,0.18503688003040272,3
mmtsflib,C6_unimodal,Environment,192,0.5325047738022274,0.09796271445122016,0.1839658896421529,3
mmtsflib,C8_oracle,Traffic,10,0.2258621503909429,0.04107277151440073,0.18184884649025176,3
mmtsflib,C1_original,Energy,24,0.31213226417700446,0.05444212894216366,0.17442006223134476,3
mmtsflib,C3_shuffled,Energy,24,0.3120199922058317,0.05437611851294965,0.1742712642498853,3
mmtsflib,C4_crossdomain,Energy,24,0.3095172925127877,0.05347599176689809,0.17277222649745402,3
mmtsflib,C8_oracle,Energy,36,0.3841742277145386,0.0650160128387777,0.16923574812802897,3
mmtsflib,C3_shuffled,SocialGood,8,1.0260231097539265,0.1729589250522439,0.16857215340278742,3
mmtsflib,C6_unimodal,SocialGood,12,1.1522475481033325,0.1924803492119465,0.16704774033043554,3
mmtsflib,C8_oracle,Energy,24,0.30981914036803776,0.05052008204828287,0.16306314060606286,3
mmtsflib,C4_crossdomain,Environment,192,0.4996225304073758,0.07899968220039005,0.15811873442932267,3
mmtsflib,C8_oracle,Traffic,12,0.26511387195852065,0.041731619537513406,0.15741016955930046,3
mmtsflib,C3_shuffled,Environment,192,0.5005441539817387,0.07864652829053355,0.1571220593925922,3
