model,backbone,condition,seed,domain,pred_len,mse,mae,wall_s
mmtsflib,Autoformer,C10_empty_keep_priors,2021,SocialGood,8,1.010929822921753,0.5754526257514954,36.693745629978366
mmtsflib,Autoformer,C10_empty_keep_priors,2021,SocialGood,10,1.1009390354156494,0.5895570516586304,39.00064015004318
mmtsflib,Autoformer,C10_empty_keep_priors,2021,SocialGood,12,1.1549445390701294,0.5691317319869995,49.691806656017434
mmtsflib,Autoformer,C10_empty_keep_priors,2021,Traffic,6,0.17503565549850464,0.27014464139938354,54.339627692010254
mmtsflib,Autoformer,C10_empty_keep_priors,2021,Traffic,8,0.18553613126277924,0.28592589497566223,56.50748912303243
mmtsflib,Autoformer,C10_empty_keep_priors,2021,Traffic,10,0.212123304605484,0.3022526502609253,53.44823156495113
mmtsflib,Autoformer,C10_empty_keep_priors,2021,Traffic,12,0.28093454241752625,0.35554859042167664,50.96304164401954
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Agriculture,6,0.07737814635038376,0.19711051881313324,45.90824711101595
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Agriculture,8,0.09516596049070358,0.23120909929275513,55.67714318301296
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Agriculture,10,0.11547664552927017,0.2543594241142273,36.150884549017064
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Agriculture,12,0.12641669809818268,0.2465997338294983,47.95363876601914
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Climate,6,1.1311434507369995,0.8503643870353699,57.164568684995174
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Climate,8,1.1772043704986572,0.8885504007339478,36.29156207496999
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Climate,10,1.1164065599441528,0.8540657162666321,47.69902363297297
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Climate,12,1.1637440919876099,0.8624804615974426,46.89941766898846
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Economy,6,0.1048884391784668,0.2521248459815979,45.90004709397908
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Economy,8,0.09159471839666367,0.23294219374656677,49.393184242013376
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Economy,10,0.06308359652757645,0.20485666394233704,42.342797488032375
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Economy,12,0.0693875327706337,0.2091837376356125,54.09032829699572
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Energy,12,0.1492217481136322,0.2906990349292755,87.72877208597492
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Energy,24,0.3323446214199066,0.4550410211086273,51.83742432901636
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Energy,36,0.4174146056175232,0.507915735244751,55.03142312198179
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Energy,48,0.4897952675819397,0.5791882872581482,62.362998614960816
mmtsflib,Autoformer,C10_empty_keep_priors,2022,Environment,48,0.518601655960083,0.552230715751648,421.77825502003543
